,"Rồi tổ chức ở Việt Nam kq có khác như lần trc k ? =))) Vẫn chỉ là Talon vs CFO vô final ? Rồi tập trung vào playoff dùm cái bớt làm content lại, mở rộng bể tướng bớt làm trò con bò lại rồi playoff chọn ng cho đúng vào đừng có cosplay kokomi dùm t"
,Ngon luôn Gam đánh lag lag về nước sớm luôn
,Ck 2 thằng đài đấm nhau tổ chức ở VN cũng khó nha
,Cố gắng lên ae chứ CK xem 2 Đài đánh nhau ở VN chán lắm
,Đội tuyển tôi yêu bị nấc trên sân nhà
,Vừa tổ chức Liên quân xong
,Hay quá vừa dọn ra đà nẵng :))
,Bay một chuyến qué ta
,r ngon chổ tui làm lun :)))
,Sao khum phải là SG
,Trời ơi. Quá đã.
,hóng hóng Gam ơi
,"ngon, vé nhiêu vậy ae"
,Ngonn
,Khj nào đánh vậy
,Quá đã
,GAM cố gắng thắng để được đánh ở thành phố đáng sống nhất Việt Nam nhé. Fan VN nói riêng và fan Miền Trung nói chung đang chào đón các bạn ở cung thể thao Tiên Sơn nhé
,Tuyệt
,Luyến Thị Phạm tài trợ chị
,Suji Rignu lại là tiên sơn nè a ơi
,Nguyễn Tấn Đạt cầm ze mua vé. Đi xem
,Hữu Công bạn đi với tôi nữa k
,Båo NguyễnHuỳnh Bảo thầy :))))
,"Cmay bớt tự nhục dùm t cái, để mình t tự nhục được rồi"
,Có thua cũng không cần lên máy bay
,Lại quốc nhục à
,đừng 2 đài chung kết là đc =)))
,đừng làm em buồn
,Ngon ăn
,Chết cũng phải đi
,Secret Taki cố gắng để Ck về đà nẵng thôi em
,đã z
,Thể thức như nào vậy. Mình đi làm bận quá ko cập nhật đc
,Cuộc Sống Mà coi chúng kết đài loan tại đất việt
,:)) lịch sử lặp lại ko
,"""Nấc"" từ ĐL về tận VN à"
,"Thanh Tâm alooo, nhớ SAJ ko :)))"
,xem bàu bay nó dập từng đội vcs à kkkk
,và chúng ta sẽ thấy anh TK chạy dọc khán đài kêu gọi CDV cổ vũ
,Ai đi xem khi 2 Đài vỗ nhau
,Truc Dnh huhu muôn đi vcl
,Bao nhiều 1 vé nhỉ =)))
,khi nào đánh vậy mng
,"Thế mà chồng tôi bảo quà bất ngờ là mua vé cho tôi đi Đài Loan xem
Nguyễn Khánh Hiệp. Bất ngờ là sang đến nơi PO chuyển về Việt Nam đánh hẻ"
,tuyệt vời ae ơiii
,Vé bnhieu nhỉ
,Xong khán giả việt ngồi xem nội chiến đài thì xong/
,“mà không có GAM”
,Di Di bạn có đu ai ở đây không
,Ơ ngonnnnn
,Chậm Chậm đi m
,GAM có đi được MSI không m.n?
,Xưa cũng chổ này mà lập nên kì tích. Mong kì tích đó lập lại. Nắc 2 thằng đài luôn
,Xuan Anh xem Việt Nam bị nắc
,Phạm Trọng Nguyên Thanh Phong gạo luôn
,Huhu khum về HN à
,Cố gắng làm được như SAJ 2012 nhé
,Adam Tin juan không để đi đồn :))))
,Tân Nguyễn đù ni đi xem đc nè
,Xin vía team Flash 2019 đánh bại Đài nào
,Tìm người đi chung:)))
,đây rồi
,Thành Đạt đi xem thôi
,Thật sự thì mình chưa mạnh mà đã nhận làm ban tổ chức rồi. Chỉ fan khổ thôi
,Ck: cfo vs TLN hoặc cfo vs tsw và tsw bị nắc như hqua
,Thời gian khi nào v b
,Anh em GAM con ĐN đã sèn sàngggg
,Hân Nguyễn hay đấy mà ko đi đc =))
,Nguyễn Thanh Tùng mong là ck có ít nhất 1 thằng Việt :)) kh thì ngại lắm
,Có được đánh để đi xem không :)))
,Nguyễn Văn Quang đi coi gam ăn hành nào
,Anh Khoa hú a ơiiiiii
,Gato Dâu xem xét
,Thành Trung đi hem
,Thư viện Đà Nẵng
,Huy Tom bạn tôi
,Lê Thái Dương hấp dẫn á bạn
,Trung Cường đùuuu
,"Thảo Lam ồ, đừng đi Huế nữa, đi Đà Nẵng i"
,Nguyễn Hồng Quân đi 1 mình thì khỏi về nữa :))
,Lụm
,Nguyễn Thanh Khoa dô
,Nguyen Van Anh Tu lên lịch thôi bạn :)))
,Nguyen Dinh Thanh Cong về dẫn đi coi GAM nè
,Lộc T Nguyễn alo thầy ơi :))(
,Hưng Thịnh chơi lớn z
,Nguyễn Thị Hương đả trời
,Năm nay chắc suất có 1 đội VCS .
,Cuối cùng người ko phải Hà Nội hoặc TpHCM cũng biết mùi giải đấu lớn trong thành phố nó như thế nào
,Nguyễn Phúc Thiện bạn ơi đi xem thôi :)))
,Chiến Thắng đi mua vé
,Tùng Linh hẹ hẹ
,Nguyễn Văn Tín ê này đã nè
,"Valorant thì thư viện hàn quốc,giờ lol thư viện Đà Nẵng à"
,Hồ Trương Diệu Thảo cục dàng ơi
,Tai Anh ê nha
,hết lước chấm luôn Ngô Quốc Tuấn Hợp Hòa Nguyễn
,bú bú
,Lê Ngọc Tiến adu ngon
,クレイ ジー đưa t đi xem đi em
,Toàn Vũ TrươngDanh Nhật chiến thôi
,Chớp Nhỏ nè e về ĐN đi
,Ngon
,Tài Đinh Tặng anh vé
,Anh Tk tính đú theo liqi à?
,Nguyễn Phan Xuân Thành đơn giản rứa thâu hẹ hẹ hẹ
,Tín Trương alo alo alo
,bị hai thằng đài nắc 3 thằng việt ở VN mới khắm
,:)) xem phim x trên nước mĩ vẫn hấp dẫn hơn
,Giân Ha
,Đức Chính
,+++
,Hoàng Duy
,Nam Hoàng
,...
,Hiếu Trung
,Vương Thiên Ngọc
,Kiet The Pham
,Hoàng Duy
,Lê Văn Vĩ
,Lani Lolanthe
,Thành Tiến Nguyễn ??
,Ng Viet Anh
,Ánh Quang
,Nguyễn Bình Dương ^^
,Lễ Bùi Niên Bùi
,Danh Trần ngon
,Hưng đi k
,It’s GAMTIME
,ngo n
,Uyenn Pham Khang Land Minh Phượng vllllll
,Trần Hoàng bú
,Đức Lam Gam timeeee
,Linh Tran haizzzz
Label,Comment
,Mọi người đánh giá thế nào về màn ra quân của Emo ở mùa giải này? 
,#GAMTIME #RiseAsOne #MadeForThisLCP #LoLPacific #ES #Recap
,Đánh giá xong thì có được lên đánh chính hoặc xoay tua thường xuyên hơn k?
,"Đánh với chuối free cũng chưa biết thế nào, chỉ thấy khả năng đi đường với đối mềm mà vẫn cảm giác hụt hơi hơn mid bên kia, được cái giao tranh thì có vẻ hợp với team hơn Aress, nhưng vẫn phải nói đây đối mềm nên cũng k khẳng định được gì."
,"Đánh giá của khán giả và fan như nào không quan trọng. Quan trọng là BHL nghĩ như nào cơ
. Quá mệt mỏi rồi, làm ơn để fan xem giải an ổn đi."
,Đưa emo ra để bị top 5 xong đổ thừa em nó hả???
,nói thật xem TSW đánh mà thấy nhục cho GAM
,"Biết hôn gió ,biết make play, tank sát thương team địch dù đang chơi pháp sư, lúc giao tranh luôn có mặc"
,Vàng thử lửa mới rõ là sứt vụn hay nguyên chất chưa gì đã tự cao:)))
,"Fan gam từ rất lâu, các team khác đang mạnh lên rất nhiều, anh cả của vcs quá khứ giờ dậm chân tại chỗ!"
,đhs :)) cho thằng cu đánh vs đội yếu nó thắng thì lại khen ??? thằng aress đánh với chuối free có thua à :)) nhìn cả team gam nó đánh cứ tđn ấy :)) kiểu nó xước đcđ
,Có tỉ lệ nào người anh talon chọn mvke vòng 1 để người em Gam húp chuối free không
,Đánh giải trong nước còn phải chứng minh thực lực vẩn còn k đánh đc ra nước ngoài thì làm gì cười à. Tốt nhất là cơ câu lại đi phải biết thay đổi nhìn nhận đúng để cho tai năng mới phát huy để phát triển sau này
,Emo trình ko bằng aress nhưng đánh lại khá an toàn. Và có vẻ như tâm lý ổn định trận vừa rồi đánh hay. Cứ bay như thế tha hồ content:)
,Nhìn chung là sáng hơn ở giao tranh ae nhỉ đi đường vẫn lép vế
,"Emo đánh Taliyah tốt mà , mấy pha chiêu cuối chặn hay chứ nhìn Aress đánh Taliyah trầm cảm"
,Vote kick aress
,"đánh vs anh Chí nên khó nói, mà sao cho nó vào đúng lúc v? sao ko cho vào vs trận tln?"
,Tối nay nhắn với Talon Ước gì được chọn
,"Con mẹ, cho nó ra sớm hơn thì đã dễ hơn r"
,Để EMO thử sức 1 trận nào quan trọng máu lửa đi pls
,Hết mùa giải tán đội là vừa
,Vẫn thua tiền mid kia nặng.
,Đánh với đội yếu thì nói được gì. Tôi rank vàng đánh ở rank bạc cũng cảm thấy trình của mình đủ lấy cup chung kết lol.
,"Cần cải tổ một đội hình mới, để lại mỗi top và ad thôi"
,Muốn đi msi hay ở nhà
,Tạm ko có tiếng bộ gì
,Đợi EasyLove nữa là được
,Không có ý chê bạn Đại nhưng Thái Vinh đánh với anh Khánh vẫn hợp hơn
,Aress out
,Hỏi làm cc j. Có khen thì lũ sv tụi m có cho thằng e ra đánh đâu. Phí lời
,"Quan trọng là bác Muội đánh giá thế nào ạ, hay bench em nó"
,"Làm ơn giữ nguyên đi, đừng Bench Emo bắt chả làm content nữa ngán lắm rồi, muốn cầm bàn phím đánh game thôi"
,hành gà
,Hơi vấp. Nhưng nói chung là tròn vai. Về team thì t vẫn thấy có chút gì đó vội vàng trong những pha xử lý.
,Nói thì hơi toxic chứ đánh vs thg Nhật cho ông Archi vào mid cũng win @@ còn ko win đc giải tán @@
,"bình thường, đối là DFM thì cũng chả đánh giá gì được nhiều"
,Ít ra không như ai đó hôn 10 xịt 9
,Cái tao qt là bao giờ thay HLV
,Bui Minh Hoan ơ anh cũng côi gam à
,Như emo đã nói tròn vai thôi
,tự tin hơn ai đó là rõ
,Levi già rồi
Label,Comment
,"lúc trước t cũng có cảm tình với Zeros, một phần vì SBTC như một gia đình, t thấy tất cả cũng dễ thương nhưng kể từ hôm 11/8 t đã ác cảm nặng với nhà bên đó vì độ toxic đứng nhất trong cộng đồng esport"
,"và cả độ ngu nữa, tại sao có thời t lại làm fan chúng m nhỉ"
,Ngày 11/8: https://www.facebook.com/share/p/15knANsqx7/
,hoá ra z trong zofgk mà con kia nhắc là zeros
,"Cộng đồng Lol mình ơi, tôi thiết nghĩ là chúng ta đứng lên kháng chiến đi :))"
,"Thiết nghĩ anh em T1Lol nên xách vali về và an phận top6, xem em smash và tổng tài Tân Đề mỗi ngày khiêu vũ ăn bánh đánh fan đi, đừng làm bẩn 10k view nx"
,"Mà ae có để ý 2 3 năm nay có cái trào lưu tư duy ngược kiểu thay vì mong nhiều người biết tới để game càng ngày càng phát triển thì chúng nó lại mong game ít người biết, không được lan truyền phổ biến rộng rãi không? Như kiểu bài nhạc hay không mong nh… See more"
,Mày nhanh lắm =))))))))))
,"Trụ Sở Pressing Ét Gờ Pê mình cầm cái page sgp fan thì cay cú đến mấy cũng ráng nín cái mỏ lại đi, pressing cái chuyện éo liên quan tới sgp chi cho bị chửi vậy =)) ngu thế ai mà đỡ cho được
đã thế admin lại còn là cam con, vỏ hoa con, trông có chán thế không chứ lị"
,"lúc trước
t
cũng có cảm tình
với T1
, một phần vì ZOFGK như một gia đình
🧑‍🧑‍🧒‍🧒
, t thấy cả 5
đều dễ thương
nhưng
kể từ hôm 19/11
t đã ác cảm nặng
với nhà bên đó vì độ toxic
đứng nhất trong cộng đồng esports"
,"Hẳn là support T1 =))))))))))))))))))) Lệch mẹ sóng não chứ lệch mông cmg nữa, ói mười bãi"
,"' ' clm, t hỏi thiệc seo lắm con vẫn fan cp ba má dị? Cái cp thời tiền sử đồ đá moẹ r =))) oke, bọn m vẫn lưu trữ ship sủng vì kỉ niệm trước gì kệ moẹ chúng m. Nhưng bớt có rồ lên và hành động ngu đc kh, sau lưng cũng đc đi, chứ fan cp 2 đội, còn là độ… See more"
,*ực ực ực ực*
,cũng lại là SBTC luôn à? cụm này có dớp à???
,Thôi mà
,"Chấp gì cái đám ấy bây ơi,t nói thật mẹ bỉm phải gọi tụi nó bằng điện thoại đấy,văn mẫu bài nào bài nấy 3000 từ đọc đau mắt bỏ mịa luôn"
,Chi đó ? Xin lửa =))))
,"T đến hơi sớm, mn cho xin lửa vs"
,Lửa tàn chưa
,muốn xin lửa thì cứ lên thờ rét si ti nha mấy môm
,Điện con là fan đội nào v ae
,vụ gì v ae
,dhs var đến tận pết tôm con r =))))
,Làm nhiều riết bị mắc cười á
,đù má mấy con nwngs lz
,Vụ ji vậy
,Văn mẫu nhiều quá
,Content tự tìm đến :)))) Tháng này dư KPI cmnl :))
,=)))))) đổ thêm dùm t cái đọc giải trí vãi
,Vụ gì đấy ? Xin
,"Đổ thêm dầu vào lửa đi quý page,tôi thích lắm :)))))"
Label,Comment
,2025 LCK REGULAR SEASON / ROUND 2 - LỊCH THI ĐẤU TUẦN 8
,TÂM ĐIỂM TUẦN ĐẤU
,15h00 ngày 21.05: GEN vs HLE (Viewing Party CGV)
,13h00 ngày 24.05: HLE vs DK (Saturday Showdown)
,CÁC TRẬN ĐẤU ĐÁNG CHÚ Ý KHÁC
,17h00 ngày 22.05: T1 vs BFX
,17h00 ngày 23.05: NS vs KT
,Phát sóng trực tiếp tại
,- Fanpage / Youtube / TikTok của LCK Tiếng Việt
,"- Nền tảng của VTVcab (ON Live, ON Live TV, ON Plus)"
,- Các cụm rạp CGV: https://bit.ly/CGV-LCK2025
,#LCK #LCKVietNam #ForOneLegacy #onlive
,"GEN VS HLE t hóng BO5, đọ macro full 5 ván như đợt LCK CUP mãn nhãn"
,Ù uôi nhà Cam tuần này đã hen
,Hle vs GenG đáng xem đấy
,Mới hạ xog top 3 lại gặp top 2 bay hết vào đây duro cân hết
,Tcon tuần này nghe nhẹ nhàng hơn rồi
,"2 game cũng được 3 game càng tốt nhưng thứ tao cần là 35 - 40 phút 1 game mới vui, chứ 1 chiều quá xem chẳng vui tí nào đúng không ae"
,"Khả năng cao DNF sấp mặt 2 trận, tuần này +2 clip cho VT để Tcon ăn cơm rồi, DK mà lượn lên khéo đấm đc HLE"
,Hi vọng HLE mới có thể win GEN chứ T1 phập phồng lắm
,Cứ hết tiền net nhé 2 anh geng vs hle Ai win cũng đc Fan GenG
,BFX thì gặp aevt
,"T1 em xin các anh, em không muốn vào hanggg"
,HLE đã nha -))
,Ae nha trang lập team đi xem geng đánh nào
,Hle giết thằng Gen đi
,Mở màn tuần 8 đã thế
,DK ơi t xin mày
,Gen hle phải để 17h chứ
,mở đầu nổ hũ z
,T tuần này dễ thở rồi
,Đấu nhanh chắc còn về ngủ
,+ 1 cho e Lazy
,Để xem HLE chấm dứt chuỗi thắng của GenG
,mở bát hle-geng=))
,Trận GEN - HLE ngon à. Hóng ngắt chuỗi bất bại
,Cơ hội để + 2 điểm cho T1 của tui đây :))
,DNF tao mới gặp GEN r gặp HLE mới dc kèo dễ thở cái cuối tuần gặp ngay T1. Chắc tao 44 mới vừa lòng tụi bây quá
,mở đầu tuần 8 dữ vậy ạ:)))
,GenG vs HLE không có game 3 hơi phí
,Tuần này T1 kèo mềm rồi
,tuần này Manifest Hle lấy thêm 3 điểm nữa là yên tâm
,tuan nay nhe nhang cho Tcon roi
,GEN bị sút đao
,omg mai gặp GenG típ
,Đợi drx thể hiện tốt
,HLE chồng ơi cố lên nha anh..
,Nhà cam tuần này tập tạ
,5 anh bảo hiểm ơi..
,Tcon thở oxi quen rồi
,Giải cíu nhà cammm
,Cha chả tuần nay HLE cháy thế
,Quỳnh Như ê tuần này hay zị
,+1 thở oxi
,Hanwha Life Việt Nam nhắn tin tư vấn gói bảo hiểm trợ cấp tim phổi dùm em
,1 tuần lắp 10 bình oxi cũng ko đủ thở vs loài da cam
,Tcon vx chưa thể hết nghi ngờ
,Liệu Ngài sẽ thắng hay lại thua tiếp
,Nhà Cam mở bát ngon à nhen
,Nhà đỏ tuần này đã vô cùng
,Mở bat vàng cam luôn
,Trận nhẹ
,tới nái
,"Xếp lịch để phá chuỗi Gen ;)), tuần trc T1, tuần này HLE"
,Bao giờ đánh playoff vậy mn
,đã vậy nhà mình đc làm tâm điểm tận 2 trận
,Thứ tư này hi vọng HLE kéo đến ván 3 để xem GenG chiến thắng 3-0
,cam con thấy chóng mặt
,Nhà 5 cha bảo hiểm tuần này thở dốc :))))
,Đầu tuần cháy thế
,Vãi lại HLE với DK
,Mở màn đã ta=)))
,tuần này cam con kh thở nổi
,Vinh Lee tuần này bị bầy cáo làm quả 2-0 nữa là đẹp
,DK đấm HLE nào letgooo
,May đii làm 2h về xem là vừa :))))
,BFX lại cân ae nhà Tê à ;))
,gen với hle để t7 hay cn là cháy vé
,Tuần này bo 5 chưa mn hay vẫn bo 3
,Tuần này cà chua có lượn nữa ko nhỉ
,"Ngọc Lâm
c xin phép tag m, 2 trận hle kìa"
,Lê Baohan lịch này có vẻ oke đó
,mấy cha ơi cố lên
,Má ơi.hle ơi.1-2 cũng dc nha.đừng ngải dứa là dc
,Thứ 4 chắc vào viện nằm chờ sẵn
,cam ơi đánh cho cẩn thận
,3 ván là ngon =)) ai cast thứ 4 hãy chuẩn bị giọng cast 6 ván
,Cam ơi tôi xin em
,Nhìn cái lịch sợ ơi sợ
,"Hle tuần này căng, T1 đợt trước thua BFX, Gen thì chẳng sợ thằng nào, tuần này 2 trận KT là hay nhất"
,Gà T1 nhìn DK với DRX thắng BFX chưa
,ê mở bát trận đầu tuần đã chung kết sớm à
,"ngoài GenG, còn ngài morgan cũng căng"
,Sinh nhật t có khi T1 hiến muộn MU cái cúp C2
,Mua oxi sẵn đi mng :))
,이유나 đã quá pepsi ơi :)))
,hlewin hlewin hlewin
,"T1 thì đc chuối free, mà tận 2 nải. Còn GenG vs HLE thì hóng bọn này đọ marco như nào"
,Nguyễn Thị Bảo Ngọc thở oxi tiếp
,Bngan Bngan có vẻ ổn
,HLE là đội tiếp theo bị nắc à
,Trận đầu tiên của tuần này đánh chung kết luôn nè Kỳ Duyên
,Ông Tê k +2 điểm thì đừng về nhà nữa
,Mở bát nhẹ nhàng vậy ạ
,Phuong Chi chuẩn bị tinh thần đi cu
,sít rịt Hw Hejin
,Nhật Phong hấp hối
,"Ối dồi HLE vs GenG, ko biết là GenG nổ hũ hay sao đây kk. Trận này đáng xem nè"
,Gen + HLE k để vào T7 CN làm Super Day mà để vào đầu tuần nhỉ ??
,T1 nhớ thắng lấy cho tao nha mậy
,Tiếc Lck cup. Canyon vs Kiin đánh mơ ngủ thiệt. Duro thì mới vô k trách chứ 2 ông kia cũng thuộc kì cựu rồi mà toang quá
